,movieId,title,genres,year
2180,2723,mysterymen,Action|Comedy|Fantasy,1999
2181,2724,runawaybride,Comedy|Romance,1999
2182,2725,twinfallsidaho,Drama,1999
2187,2730,barrylyndon,Drama|Romance|War,1975
2198,2746,littleshopofhorrors,Comedy|Horror|Musical,1986
2202,2750,radiodays,Comedy|Drama,1987
2210,2759,dick,Comedy,1999
2216,2767,illuminata,Comedy,1998
2218,2770,bowfinger,Comedy,1999
2219,2771,brokedownpalace,Drama,1999
2220,2772,detroitrockcity,Comedy,1999
2235,2791,airplane!,Comedy,1980
2239,2795,nationallampoon'svacation,Comedy,1983
2241,2797,big,Comedy|Drama|Fantasy|Romance,1988
2249,2805,mickeyblueeyes,Comedy|Romance,1999
2251,2807,universalsoldier:thereturn,Action|Sci-Fi,1999
2253,2809,lovestinks,Comedy,1999
2255,2812,intoodeep,Action|Thriller,1999
2261,2822,medicineman,Adventure|Romance,1992
2265,2828,dudleydo-right,Children|Comedy,1999
2268,2835,chillfactor,Action|Adventure|Comedy|Thriller,1999
2269,2836,outsideprovidence,Comedy,1999
2272,2840,stigmata,Drama|Thriller,1999
2273,2841,stirofechoes,Horror|Mystery|Thriller,1999
2288,2858,americanbeauty,Drama|Romance,1999
2290,2860,bluestreak,Comedy,1999
2291,2861,forloveofthegame,Comedy|Drama,1999
2309,2881,doublejeopardy,Action|Crime|Drama|Thriller,1999
2310,2882,jakobtheliar,Drama,1999
2311,2883,mumford,Comedy|Drama,1999
2316,2888,drivemecrazy,Comedy|Romance,1999
2317,2889,"mystery,alaska",Comedy|Drama,1999
2318,2890,threekings,Action|Adventure|Comedy|Drama|War,1999
2319,2891,"happy,texas",Comedy,1999
2332,2906,randomhearts,Drama|Romance,1999
2333,2907,superstar,Comedy,1999
2334,2908,boysdon'tcry,Drama,1999
2343,2921,highplainsdrifter,Western,1973
2344,2922,hang'emhigh,Crime|Drama|Western,1968
2351,2929,reds,Drama|Romance,1981
2353,2932,daysofheaven,Drama,1978
2358,2939,niagara,Drama|Thriller,1953
2361,2942,flashdance,Drama|Romance,1983
2366,2947,goldfinger,Action|Adventure|Thriller,1964
2367,2948,fromrussiawithlove,Action|Adventure|Thriller,1963
2368,2949,dr.no,Action|Adventure|Thriller,1962
2372,2953,homealone2:lostinnewyork,Children|Comedy,1992
2374,2959,fightclub,Action|Crime|Drama|Thriller,1999
2380,2968,timebandits,Adventure|Comedy|Fantasy|Sci-Fi,1981
2383,2971,allthatjazz,Drama|Fantasy|Musical,1979
2386,2974,bats,Horror|Thriller,1999
2388,2976,bringingoutthedead,Drama,1999
2389,2977,crazyinalabama,Comedy|Drama,1999
2390,2978,threetotango,Comedy|Romance,1999
2400,2989,foryoureyesonly,Action|Adventure|Thriller,1981
2401,2990,licencetokill,Action|Adventure|Thriller,1989
2402,2991,liveandletdie,Action|Adventure|Thriller,1973
2404,2993,thunderball,Action|Adventure|Thriller,1965
2407,2997,beingjohnmalkovich,Comedy|Drama|Fantasy,1999
2408,2998,dreamingofjosephlees,Drama|Romance,1999
2422,3016,creepshow,Horror,1982
2423,3017,creepshow2,Horror,1987
2432,3029,nighthawks,Action|Drama,1981
2436,3033,spaceballs,Comedy|Sci-Fi,1987
2442,3039,tradingplaces,Comedy,1983
2451,3048,undertherainbow,Comedy,1981
2452,3051,anywherebuthere,Comedy|Drama,1999
2453,3052,dogma,Adventure|Comedy|Fantasy,1999
2456,3055,felicia'sjourney,Thriller,1999
2463,3066,tora!tora!tora!,Action|Drama|War,1970
2480,3087,scrooged,Comedy|Fantasy|Romance,1988
2486,3094,maurice,Drama|Romance,1987
2493,3101,fatalattraction,Drama|Thriller,1987
2496,3104,midnightrun,Action|Comedy|Crime|Thriller,1988
2505,3113,endofdays,Action|Fantasy|Horror|Mystery|Thriller,1999
2506,3114,toystory2,Adventure|Animation|Children|Comedy|Fantasy,1999
2508,3116,missjulie,Drama,1999
2509,3117,ridewiththedevil,Drama|Romance|War,1999
2510,3118,tumbleweeds,Drama,1999
2529,3145,cradlewillrock,Drama,1999
2530,3146,deucebigalow:malegigolo,Comedy,1999
2536,3155,annaandtheking,Drama|Romance,1999
2537,3156,bicentennialman,Drama|Romance|Sci-Fi,1999
2538,3157,stuartlittle,Children|Comedy|Fantasy,1999
2540,3159,fantasia2000,Animation|Children|Musical|IMAX,2000
2541,3160,magnolia,Drama,1999
2543,3163,topsy-turvy,Comedy|Drama|Musical,1999
2550,3173,anygivensunday,Drama,1999
2551,3174,manonthemoon,Comedy|Drama,1999
2552,3175,galaxyquest,Adventure|Comedy|Sci-Fi,1999
2554,3177,nextfriday,Comedy,2000
2556,3179,angela'sashes,Drama,1999
2557,3180,playittothebone,Comedy|Drama,1999
2561,3185,snowfallingoncedars,Drama,1999
2562,3186,"girl,interrupted",Drama,1999
2564,3189,mydogskip,Children|Drama,1999
2565,3190,supernova,Adventure|Sci-Fi|Thriller,2000
2581,3210,fasttimesatridgemonthigh,Comedy|Drama|Romance,1982
2592,3225,downtoyou,Comedy|Romance,2000
2595,3238,eyeofthebeholder,Thriller,1999
2602,3246,malcolmx,Drama,1992
2606,3250,alive,Drama,1993
2609,3253,wayne'sworld,Comedy,1992
2612,3256,patriotgames,Action|Crime|Drama|Thriller,1992
2614,3258,deathbecomesher,Comedy|Fantasy,1992
2616,3260,howardsend,Drama,1992
2629,3273,scream3,Comedy|Horror|Mystery|Thriller,2000
2632,3276,gunshy,Comedy,2000
2637,3286,snowday,Comedy,2000
2643,3298,boilerroom,Crime|Drama|Thriller,2000
2644,3299,hangingup,Comedy|Drama,2000
2645,3300,pitchblack,Horror|Sci-Fi|Thriller,2000
2657,3316,reindeergames,Action|Thriller,2000
2658,3317,wonderboys,Comedy|Drama,2000
2659,3318,deterrence,Drama|Thriller,1999
2661,3324,drowningmona,Comedy,2000
2663,3326,whatplanetareyoufrom?,Comedy|Sci-Fi,2000
2664,3327,beyondthemat,Documentary,1999
2665,3328,ghostdog:thewayofthesamurai,Crime|Drama,1999
2681,3354,missiontomars,Sci-Fi,2000
2689,3363,americangraffiti,Comedy|Drama,1973
2700,3386,jfk,Drama|Mystery|Thriller,1991
2703,3390,shanghaisurprise,Adventure|Crime|Drama|Romance,1986
2719,3408,erinbrockovich,Drama,2000
2720,3409,finaldestination,Drama|Thriller,2000
2727,3421,animalhouse,Comedy,1978
2728,3422,she'sgottahaveit,Comedy|Romance,1986
2729,3423,schooldaze,Drama,1988
2730,3424,dotherightthing,Drama,1989
2731,3425,mo'betterblues,Drama|Musical,1990
2744,3439,teenagemutantninjaturtlesii:thesecretoftheooze,Action|Children|Fantasy,1991
2745,3440,teenagemutantninjaturtlesiii,Action|Adventure|Children|Comedy|Fantasy,1993
2746,3441,reddawn,Action|Drama|War,1984
2748,3444,bloodsport,Action,1988
2752,3448,"goodmorning,vietnam",Comedy|Drama|War,1987
2756,3452,romeomustdie,Action|Crime|Romance|Thriller,2000
2757,3453,hereonearth,Drama|Romance,2000
2758,3454,whateverittakes,Comedy|Romance,2000
2764,3462,moderntimes,Comedy|Drama|Romance,1936
2768,3467,hud,Drama|Western,1963
2772,3471,closeencountersofthethirdkind,Adventure|Drama|Sci-Fi,1977
2778,3479,ladyhawke,Adventure|Fantasy|Romance,1985
2780,3481,highfidelity,Comedy|Drama|Romance,2000
2784,3489,hook,Adventure|Comedy|Fantasy,1991
2798,3504,network,Comedy|Drama,1976
2804,3510,frequency,Drama|Thriller,2000
2805,3511,readytorumble,Comedy,2000
2806,3512,returntome,Drama|Romance,2000
2811,3519,force10fromnavarone,Action|Drama|War,1978
2818,3527,predator,Action|Sci-Fi|Thriller,1987
2822,3534,28days,Drama,2000
2823,3535,americanpsycho,Crime|Horror|Mystery|Thriller,2000
2824,3536,keepingthefaith,Comedy|Drama|Romance,2000
2826,3538,eastiseast,Comedy,1999
2829,3543,diner,Comedy|Drama,1982
2838,3552,caddyshack,Comedy,1980
2839,3553,gossip,Drama|Thriller,2000
2841,3555,u-571,Action|Thriller|War,2000
2848,3565,wheretheheartis,Comedy|Drama,2000
2861,3579,idreamedofafrica,Drama,2000
2863,3581,humantraffic,Comedy,1999
2869,3593,battlefieldearth,Action|Sci-Fi,2000
2870,3594,centerstage,Drama|Musical,2000
2871,3596,screwed,Comedy,2000
2885,3615,dinosaur,Adventure|Animation|Children,2000
2886,3616,loser,Comedy|Romance,2000
2887,3617,roadtrip,Comedy,2000
2888,3618,smalltimecrooks,Comedy|Crime,2000
2893,3623,mission:impossibleii,Action|Adventure|Thriller,2000
2894,3624,shanghainoon,Action|Adventure|Comedy|Western,2000
2900,3633,onhermajesty'ssecretservice,Action|Adventure|Romance|Thriller,1969
2904,3638,moonraker,Action|Adventure|Sci-Fi|Thriller,1979
2908,3646,bigmomma'shouse,Comedy,2000
2925,3671,blazingsaddles,Comedy|Western,1974
2926,3672,benji,Adventure|Children,1974
2930,3676,eraserhead,Drama|Horror,1977
2940,3686,flatliners,Horror|Sci-Fi|Thriller,1990
2942,3688,porky's,Comedy,1982
2951,3697,predator2,Action|Sci-Fi|Thriller,1990
2956,3702,madmax,Action|Adventure|Sci-Fi,1979
2958,3704,madmaxbeyondthunderdome,Action|Adventure|Sci-Fi,1985
2962,3708,firestarter,Horror|Thriller,1984
2964,3710,actionjackson,Action|Comedy|Crime|Thriller,1988
2992,3740,bigtroubleinlittlechina,Action|Adventure|Comedy|Fantasy,1986
2995,3743,boysandgirls,Comedy|Romance,2000
2997,3745,titana.e.,Action|Adventure|Animation|Children|Sci-Fi,2000
2999,3747,jesus'son,Drama,1999
3000,3751,chickenrun,Animation|Children|Comedy,2000
3001,3752,"me,myself&irene",Adventure|Comedy,2000
3019,3774,houseparty2,Comedy|Drama|Romance,1991
3026,3786,buti'macheerleader,Comedy,1999
3030,3790,groove,Drama,2000
3032,3792,duelinthesun,Drama|Romance|Western,1946
3033,3793,x-men,Action|Adventure|Sci-Fi,2000
3034,3794,chuck&buck,Comedy|Drama,2000
3036,3798,whatliesbeneath,Drama|Horror|Mystery,2000
3048,3812,everythingyoualwayswantedtoknowaboutsex*butwereafraidtoask,Comedy,1972
3053,3820,thomasandthemagicrailroad,Children,2000
3054,3821,nuttyprofessorii:theklumps,Comedy,2000
3057,3824,autumninnewyork,Drama|Romance,2000
3058,3825,coyoteugly,Comedy|Drama|Romance,2000
3059,3826,hollowman,Horror|Sci-Fi|Thriller,2000
3060,3827,spacecowboys,Action|Adventure|Comedy|Sci-Fi,2000
3068,3837,phantasmii,Action|Fantasy|Horror|Sci-Fi|Thriller,1988
3084,3857,blessthechild,Thriller,2000
3085,3858,cecilb.demented,Comedy,2000
3102,3882,bringiton,Comedy,2000
3110,3893,nursebetty,Comedy|Crime|Drama|Romance|Thriller,2000
3113,3897,almostfamous,Drama,2000
3115,3901,duets,Comedy|Drama,2000
3117,3903,urbania,Drama,2000
3120,3908,urbanlegends:finalcut,Horror,2000
3121,3909,womanontop,Comedy|Romance,2000
3122,3910,dancerinthedark,Drama|Musical,2000
3123,3911,bestinshow,Comedy,2000
3127,3916,rememberthetitans,Drama,2000
3128,3917,hellraiser,Horror,1987
3152,3943,bamboozled,Comedy,2000
3153,3945,digimon:themovie,Adventure|Animation|Children,2000
3156,3948,meettheparents,Comedy,2000
3157,3949,requiemforadream,Drama,2000
3163,3956,lostsouls,Drama|Horror|Thriller,2000
3173,3967,billyelliot,Drama,2000
3175,3969,payitforward,Drama,2000
3179,3973,bookofshadows:blairwitch2,Crime|Horror|Mystery|Thriller,2000
3180,3975,luckynumbers,Comedy|Drama,2000
3182,3977,charlie'sangels,Action|Comedy,2000
3184,3979,littlenicky,Comedy,2000
3185,3980,menofhonor,Drama,2000
3186,3981,redplanet,Action|Sci-Fi|Thriller,2000
3187,3983,youcancountonme,Drama|Romance,2000
3188,3984,diamondsareforever,Action|Adventure|Thriller,1971
3194,3990,rugratsinparis:themovie,Animation|Children|Comedy,2000
3195,3991,102dalmatians,Children|Comedy,2000
3197,3993,quills,Drama|Romance,2000
3198,3994,unbreakable,Drama|Sci-Fi,2000
3201,3998,proofoflife,Drama,2000
3202,3999,verticallimit,Action|Adventure,2000
3209,4007,wallstreet,Drama,1987
3210,4008,bornonthefourthofjuly,Drama|War,1989
3211,4009,talkradio,Drama,1988
3213,4011,snatch,Comedy|Crime|Thriller,2000
3218,4017,pollock,Drama,2000
3219,4018,whatwomenwant,Comedy|Romance,2000
3220,4019,findingforrester,Drama,2000
3223,4022,castaway,Drama,2000
3226,4025,misscongeniality,Comedy|Crime,2000
3228,4027,"obrother,whereartthou?",Adventure|Comedy|Crime,2000
3230,4030,dracula2000,Horror,2000
3231,4031,alltheprettyhorses,Drama|Romance|Western,2000
3232,4033,thirteendays,Drama|Thriller|War,2000
3233,4034,traffic,Crime|Drama|Thriller,2000
3235,4036,shadowofthevampire,Drama|Horror,2000
3237,4039,annie,Children|Musical,1982
3244,4047,gettysburg,Drama|War,1993
3247,4052,antitrust,Crime|Drama|Thriller,2001
3248,4053,doubletake,Action|Comedy,2001
3249,4054,savethelastdance,Drama|Romance,2001
3254,4062,mysticpizza,Comedy|Drama|Romance,1988
3267,4084,beverlyhillscopii,Action|Comedy|Crime|Thriller,1987
3268,4085,beverlyhillscop,Action|Comedy|Crime|Drama,1984
3275,4095,cryfreedom,Drama,1987
3288,4116,hollywoodshuffle,Comedy,1987
3292,4123,ishtar,Comedy,1987
3293,4124,jaws:therevenge,Horror|Thriller,1987
3304,4141,headoverheels,Comedy|Romance,2001
3306,4143,valentine,Horror|Mystery,2001
3312,4153,downtoearth,Comedy|Fantasy|Romance,2001
3313,4155,sweetnovember,Drama|Romance,2001
3315,4158,monkeybone,Animation|Comedy|Fantasy,2001
3316,4159,3000milestograceland,Action|Thriller,3000
3318,4162,seespotrun,Comedy,2001
3320,4167,15minutes,Thriller,2001
3321,4168,getoverit,Comedy|Romance,2001
3339,4190,elmergantry,Drama,1960
3345,4200,doubleimpact,Action,1991
3347,4203,harleydavidsonandthemarlboroman,Action|Crime|Drama,1991
3359,4218,river'sedge,Crime|Drama,1986
3363,4222,c.h.u.d.,Horror,1984
3364,4223,enemyatthegates,Drama|War,2001
3365,4224,exitwounds,Action|Thriller,2001
3367,4226,memento,Mystery|Thriller,2000
3368,4228,heartbreakers,Comedy|Crime|Romance,2001
3369,4229,sayitisn'tso,Comedy|Romance,2001
3371,4232,spykids,Action|Adventure|Children|Comedy,2001
3372,4233,tomcats,Comedy,2001
3377,4238,alongcameaspider,Action|Crime|Mystery|Thriller,2001
3378,4239,blow,Crime|Drama,2001
3379,4241,pokémon3:themovie,Animation|Children,2001
3380,4246,bridgetjones'sdiary,Comedy|Drama|Romance,2001
3381,4247,joedirt,Adventure|Comedy|Mystery|Romance,2001
3382,4248,josieandthepussycats,Comedy,2001
3385,4254,crocodiledundeeinlosangeles,Comedy|Drama,2001
3386,4255,freddygotfingered,Comedy,2001
3389,4265,driven,Action|Thriller,2001
3392,4268,town&country,Comedy,2001
3396,4274,cleopatra,Drama|Romance,1963
3397,4275,krull,Action|Adventure|Fantasy|Sci-Fi,1983
3418,4305,angeleyes,Romance|Thriller,2001
3419,4306,shrek,Adventure|Animation|Children|Comedy|Fantasy|Romance,2001
3421,4310,pearlharbor,Action|Drama|Romance|War,2001
3442,4344,swordfish,Action|Crime|Drama,2001
3445,4349,catch-22,Comedy|War,1970
3447,4351,pointbreak,Action|Crime|Thriller,1991
3456,4361,tootsie,Comedy|Romance,1982
3457,4366,atlantis:thelostempire,Adventure|Animation|Children|Fantasy,2001
3458,4367,laracroft:tombraider,Action|Adventure,2001
3459,4368,dr.dolittle2,Comedy,2001
3461,4370,a.i.artificialintelligence,Adventure|Drama|Sci-Fi,2001
3462,4371,babyboy,Crime|Drama,2001
3463,4372,crazy/beautiful,Drama|Romance,2001
3465,4378,sexybeast,Crime|Drama,2000
3470,4386,cats&dogs,Children|Comedy,2001
3471,4387,kissofthedragon,Action,2001
3472,4388,scarymovie2,Comedy,2001
3481,4401,donovan'sreef,Action|Comedy|Romance,1963
3487,4407,salvador,Drama|Thriller|War,1986
3510,4446,finalfantasy:thespiritswithin,Adventure|Animation|Fantasy|Sci-Fi,2001
3511,4447,legallyblonde,Comedy|Romance,2001
3513,4450,bully,Crime|Drama|Thriller,2001
3515,4452,made,Comedy,2001
3516,4453,michaeljordantothemax,Documentary|IMAX,2000
3535,4482,"brightlights,bigcity",Drama,1988
3566,4526,mystepmotherisanalien,Comedy|Romance|Sci-Fi,1988
3585,4553,theylive,Action|Sci-Fi|Thriller,1988
3588,4558,twins,Comedy,1988
3596,4566,americanninja2:theconfrontation,Action|Adventure,1987
3601,4571,bill&ted'sexcellentadventure,Adventure|Comedy|Sci-Fi,1989
3602,4572,blackrain,Action|Crime|Drama,1989
3630,4623,majorleague,Comedy,1989
3635,4628,newyorkstories,Comedy|Drama,1989
3641,4638,jurassicparkiii,Action|Adventure|Sci-Fi|Thriller,2001
3642,4639,america'ssweethearts,Comedy|Romance,2001
3643,4640,brother,Action|Crime|Thriller,2000
3644,4641,ghostworld,Comedy|Drama,2001
3645,4642,hedwigandtheangryinch,Comedy|Drama|Musical,2000
3651,4654,roadhouse,Action|Drama,1989
3656,4661,seaoflove,Crime|Drama|Thriller,1989
3663,4673,tango&cash,Action|Comedy|Crime|Thriller,1989
3666,4676,troopbeverlyhills,Comedy,1989
3668,4678,uhf,Comedy,1989
3672,4682,warlock,Action|Horror,1989
3678,4691,def-con4,Action|Sci-Fi,1985
3683,4699,originalsin,Drama|Romance|Thriller,2001
3685,4701,rushhour2,Action|Comedy,2001
3690,4709,paintyourwagon,Comedy|Musical|Western,1969
3698,4718,americanpie2,Comedy,2001
3699,4719,osmosisjones,Action|Animation|Comedy|Crime|Drama|Romance|Thriller,2001
3701,4721,americanoutlaws,Action|Comedy|Western,2001
3705,4725,session9,Horror|Thriller,2001
3706,4727,captaincorelli'smandolin,Drama|Romance|War,2001
3707,4728,ratrace,Comedy,2001
3709,4732,bubbleboy,Comedy,2001
3711,4734,jayandsilentbobstrikeback,Adventure|Comedy,2001
3712,4735,ghostsofmars,Horror|Sci-Fi|Thriller,2001
3713,4736,summercatch,Comedy|Drama|Romance,2001
3719,4744,jeeperscreepers,Horror,2001
3720,4745,o,Drama,2001
3722,4749,3ninjaskickback,Action|Children|Comedy,1994
3730,4757,rockstar,Comedy|Drama|Musical,2001
3739,4771,hardball,Drama,2001
3740,4772,dinnerrush,Drama,2000
3741,4774,bigtrouble,Comedy|Crime,2002
3742,4775,glitter,Drama|Musical|Romance,2001
3743,4776,trainingday,Crime|Drama|Thriller,2001
3753,4799,"it'samad,mad,mad,madworld",Action|Adventure|Comedy|Crime,1963
3758,4804,pocketfulofmiracles,Comedy|Drama,1961
3764,4814,don'tsayaword,Thriller,2001
3765,4815,heartsinatlantis,Drama,2001
3766,4816,zoolander,Comedy,2001
3768,4821,joyride,Adventure|Thriller,2001
3769,4822,maxkeeble'sbigmove,Children|Comedy,2001
3770,4823,serendipity,Comedy|Romance,2001
3773,4831,can'tstopthemusic,Comedy|Musical,1980
3777,4835,coalminer'sdaughter,Drama,1980
3784,4848,mulhollanddrive,Crime|Drama|Film-Noir|Mystery|Thriller,2001
3789,4857,fiddlerontheroof,Drama|Musical,1971
3794,4865,fromhell,Crime|Horror|Mystery|Thriller,2001
3796,4867,ridingincarswithboys,Comedy|Drama,2001
3798,4874,k-pax,Drama|Fantasy|Mystery|Sci-Fi,2001
3799,4875,ontheline,Comedy|Romance,2001
3801,4878,donniedarko,Drama|Mystery|Sci-Fi|Thriller,2001
3802,4880,lifeasahouse,Drama,2001
3804,4885,domesticdisturbance,Thriller,2001
3805,4886,"monsters,inc.",Adventure|Animation|Children|Comedy|Fantasy,2001
3808,4889,heist,Crime|Drama,2001
3809,4890,shallowhal,Comedy|Fantasy|Romance,2001
3814,4898,novocaine,Comedy|Crime|Mystery|Thriller,2001
3815,4899,blackknight,Adventure|Comedy|Fantasy,2001
3816,4901,spygame,Action|Crime|Drama|Thriller,2001
3818,4903,inthebedroom,Drama,2001
3831,4932,dressedtokill,Mystery|Thriller,1980
3833,4936,fame,Drama|Musical,1980
3834,4941,flashgordon,Action|Adventure|Sci-Fi,1980
3838,4949,invasionu.s.a.,Action|Thriller,1985
3844,4958,behindenemylines,Action|Drama|War,2001
3847,4963,ocean'seleven,Crime|Thriller,2001
3857,4974,notanotherteenmovie,Comedy,2001
3858,4975,vanillasky,Mystery|Romance|Sci-Fi|Thriller,2001
3859,4976,iris,Drama,2001
3863,4980,bill&ted'sbogusjourney,Adventure|Comedy|Fantasy|Sci-Fi,1991
3868,4989,howhigh,Comedy,2001
3869,4990,jimmyneutron:boygenius,Adventure|Animation|Children|Comedy,2001
3870,4992,kate&leopold,Comedy|Romance,2001
3883,5009,ali,Drama,2001
3884,5010,blackhawkdown,Action|Drama|War,2001
3885,5012,yentl,Drama|Musical|Romance,1983
3886,5013,gosfordpark,Comedy|Drama|Mystery,2001
3887,5014,iamsam,Drama,2001
3888,5015,monster'sball,Drama|Romance,2001
3902,5039,dragonslayer,Action|Adventure|Fantasy,1981
3903,5040,conanthedestroyer,Action|Adventure|Fantasy,1984
3907,5046,impostor,Action|Drama|Sci-Fi|Thriller,2002
3908,5047,kungpow:enterthefist,Action|Comedy,2002
3909,5048,snowdogs,Adventure|Children|Comedy,2002
3922,5064,thecountofmontecristo,Action|Adventure|Drama|Thriller,2002
3933,5080,slackers,Comedy,2002
3934,5081,birthdaygirl,Drama|Romance,2001
3939,5092,bigfatliar,Children|Comedy,2002
3940,5093,collateraldamage,Action|Thriller,2002
3943,5096,baby'sdayout,Comedy,1994
3951,5106,crossroads,Comedy|Musical|Romance,2002
3952,5107,hart'swar,Drama|War,2002
3953,5108,johnq,Crime|Drama|Thriller,2002
3954,5109,returntoneverland,Adventure|Animation|Children,2002
3955,5110,supertroopers,Comedy|Crime|Mystery,2001
3964,5127,dragonfly,Drama|Fantasy|Mystery|Romance|Thriller,2002
3965,5128,queenofthedamned,Fantasy|Horror,2002
3966,5134,meanmachine,Comedy|Drama,2001
3967,5135,monsoonwedding,Comedy|Romance,2001
3974,5151,40daysand40nights,Comedy|Romance,2002
3975,5152,weweresoldiers,Action|Drama|War,2002
3984,5170,allaboutthebenjamins,Action|Comedy|Crime,2002
3986,5172,fullfrontal,Comedy|Drama|Romance,2002
4002,5218,iceage,Adventure|Animation|Children|Comedy,2002
4003,5219,residentevil,Action|Horror|Sci-Fi|Thriller,2002
4005,5222,kissingjessicastein,Comedy|Romance,2001
4028,5254,bladeii,Action|Horror|Thriller,2002
4029,5255,sororityboys,Comedy,2002
4030,5256,stolensummer,Drama,2002
4031,5258,georgewashington,Drama,2000
4032,5264,clockstoppers,Action|Adventure|Sci-Fi|Thriller,2002
4033,5265,deathtosmoochy,Comedy|Crime|Drama,2002
4034,5266,panicroom,Thriller,2002
4043,5282,highcrimes,Thriller,2002
4045,5285,luckybreak,Comedy|Crime,2001
4050,5293,changinglanes,Drama|Thriller,2002
4051,5294,frailty,Crime|Drama|Thriller,2001
4055,5299,mybigfatgreekwedding,Comedy|Romance,2002
4063,5308,threemenandababy,Comedy,1987
4065,5312,murderbynumbers,Crime|Thriller,2002
4066,5313,thescorpionking,Action|Adventure|Fantasy|Thriller,2002
4070,5323,jasonx,Horror|Sci-Fi|Thriller,2002
4071,5324,lifeorsomethinglikeit,Comedy|Romance,2002
4084,5348,hollywoodending,Comedy|Drama,2002
4085,5349,spider-man,Action|Adventure|Sci-Fi|Thriller,2002
4093,5361,whitefang,Adventure,1991
4095,5364,unfaithful,Drama|Thriller,2002
4098,5367,mybeautifullaundrette,Drama|Romance,1985
4102,5377,aboutaboy,Comedy|Drama|Romance,2002
4103,5378,starwars:episodeii-attackoftheclones,Action|Adventure|Sci-Fi|IMAX,2002
4110,5387,enough,Drama|Thriller,2002
4112,5389,spirit:stallionofthecimarron,Adventure|Animation|Children|Western,2002
4117,5401,undercoverbrother,Comedy,2002
4119,5410,silentrunning,Drama|Sci-Fi,1972
4122,5415,divinesecretsoftheya-yasisterhood,Comedy|Drama,2002
4126,5419,scooby-doo,Adventure|Children|Comedy|Fantasy|Mystery,2002
4127,5420,windtalkers,Action|Drama|War,2002
4136,5440,sheworeayellowribbon,Western,1949
4137,5443,juwannamann,Comedy,2002
4138,5444,lilo&stitch,Adventure|Animation|Children|Sci-Fi,2002
4139,5445,minorityreport,Action|Crime|Mystery|Sci-Fi|Thriller,2002
4140,5446,rabbit-prooffence,Adventure|Drama,2002
4141,5447,sunshinestate,Drama,2002
4142,5448,heyarnold!themovie,Adventure|Animation|Children|Comedy,2002
4143,5449,mr.deeds,Comedy|Romance,2002
4144,5450,lovely&amazing,Comedy|Drama|Romance,2001
4146,5458,likemike,Children|Comedy|Fantasy,2002
4150,5463,reignoffire,Action|Adventure|Fantasy,2002
4151,5464,roadtoperdition,Crime|Drama,2002
4153,5470,theimportanceofbeingearnest,Comedy|Romance,1952
4158,5478,eightleggedfreaks,Action|Comedy|Horror|Sci-Fi,2002
4159,5479,k-19:thewidowmaker,Action|Adventure|Drama|Thriller,2002
4160,5480,stuartlittle2,Children|Comedy,2002
4161,5481,austinpowersingoldmember,Comedy,2002
4168,5502,signs,Horror|Sci-Fi|Thriller,2002
4170,5504,spykids2:theislandoflostdreams,Adventure|Children,2002
4172,5506,bloodwork,Crime|Drama|Mystery|Thriller,2002
4173,5507,xxx,Action|Crime|Thriller,2002
4182,5524,bluecrush,Adventure|Drama|Romance,2002
4185,5528,onehourphoto,Drama|Thriller,2002
4187,5531,undisputed,Drama,2002
4202,5564,swimfan,Thriller,2002
4206,5572,barbershop,Comedy,2002
4207,5573,stealingharvard,Comedy|Crime,2002
4210,5577,igbygoesdown,Comedy|Drama,2002
4225,5609,ballistic:ecksvs.sever,Action|Thriller,2002
4230,5617,secretary,Comedy|Drama|Romance,2002
4233,5620,sweethomealabama,Comedy|Romance,2002
4236,5625,moonlightmile,Drama|Romance,2002
4237,5628,wasabi,Action|Comedy|Crime|Drama|Thriller,2001
4238,5629,jonah:aveggietalesmovie,Animation|Children|Musical,2002
4239,5630,reddragon,Crime|Mystery|Thriller,2002
4240,5632,bloodysunday,Drama,2002
4242,5636,welcometocollinwood,Comedy|Crime,2002
4257,5667,tuckeverlasting,Drama|Fantasy,2002
4258,5668,whiteoleander,Drama,2002
4259,5669,bowlingforcolumbine,Documentary,2002
4262,5673,punch-drunklove,Comedy|Drama|Romance,2002
4263,5675,sweptaway,Comedy|Romance,2002
4264,5677,abandon,Drama|Thriller,2002
4267,5680,autofocus,Crime|Drama,2002
4270,5685,realwomenhavecurves,Comedy|Drama,2002
4274,5691,jasongoestohell:thefinalfriday,Action|Horror,1993
4284,5712,blowout,Mystery|Thriller,1981
4288,5729,endlesslove,Drama|Romance,1981
4301,5768,modernproblems,Comedy|Fantasy,1981
4309,5784,ghostship,Horror,2002
4310,5785,jackass:themovie,Action|Comedy|Documentary,2002
4312,5788,allornothing,Drama,2002
4313,5791,frida,Drama|Romance,2002
4319,5803,ispy,Action|Adventure|Comedy|Crime,2002
4321,5809,femmefatale,Crime|Thriller,2002
4322,5810,8mile,Drama,2002
4323,5812,farfromheaven,Drama|Romance,2002
4324,5815,halfpastdead,Action|Crime|Thriller,2002
4325,5816,harrypotterandthechamberofsecrets,Adventure|Fantasy,2002
4327,5819,interviewwiththeassassin,Drama,2002
4331,5828,blackrock,Drama|Thriller,1997
4332,5829,menwithbrooms,Comedy|Drama|Romance,2002
4340,5841,returntothebluelagoon,Adventure|Romance,1991
4354,5872,dieanotherday,Action|Adventure|Thriller,2002
4355,5873,theemperor'sclub,Drama,2002
4356,5874,fridayafternext,Comedy,2002
